list_entry,review_status,bowl_barrow_identity,single_monument,upstanding_earthwork,geometry_qa,terrain_coverage,terrain_provenance,geographic_group_id,exclusion_reason,evidence_codes,reviewer_notes,review_date,source_access_date,source_last_edit_at,capture_scale,terrain_year,source_resolution_m,survey_program,second_review_required
1017082,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1018586,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1007339,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011165,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011511,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1014949,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1012275,rejected,no,uncertain,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N1,not_bowl_barrow,identity:not_explicit,Official entry does not explicitly support bowl-barrow identity.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1009036,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1013521,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N2,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1009113,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1016643,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1015310,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N4,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010388,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E4_N3,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1012100,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1004337,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1007355,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009900,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N1,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1009855,rejected,yes,yes,yes,pass,fail,not_reviewed,BNG_100KM_E4_N5,terrain_no_1m_coverage,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain coverage QA failed: terrain_no_1m_coverage.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1020138,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1014830,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,true
1006683,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E2_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1009353,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1021303,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N3,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1017078,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1011065,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N3,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1012820,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1020357,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1011765,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009909,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N1,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1015012,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,true
1012596,rejected,no,uncertain,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N4,not_bowl_barrow,identity:not_explicit,Official entry does not explicitly support bowl-barrow identity.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1015140,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1013624,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1008056,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1007533,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016103,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1013879,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1009743,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,true
1011271,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1008812,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1015378,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1015991,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1013321,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E4_N2,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1018841,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N3,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1016664,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1016829,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1011156,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1015116,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1012210,rejected,no,uncertain,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N1,not_bowl_barrow,identity:not_explicit,Official entry does not explicitly support bowl-barrow identity.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1009876,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N1,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1020392,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1011681,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E3_N4,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1017975,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1007746,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011675,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007482,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N4,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1004358,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E1_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1008729,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1010427,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1011965,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2009,1,EA Composite source survey,false
1016092,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1017265,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1017971,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1010200,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1018013,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N3,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1016662,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011166,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007609,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1009943,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N1,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1012115,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016093,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1015010,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009494,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E3_N4,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1017980,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1008130,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1008719,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1013853,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,true
1004495,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1011382,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E6_N2,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1016077,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011963,rejected,yes,yes,yes,pass,fail,not_reviewed,BNG_100KM_E4_N5,terrain_patch_incomplete,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain coverage QA failed: terrain_patch_incomplete.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1015205,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1017281,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,true
